HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017",is_electronics
84321000,843210,41,Capital,561838,820857,952313,1002849,148768,778336.0,True
84322100,843221,41,Capital,556954,519904,702648,620955,123518,593168.6875,True
84328000,843280,41,Capital,2654638,4361975,6289708,7307361,3590645,4435440.5,True
84329000,843290,42,Intermediate,67437584,54021104,55893196,63783840,18412674,59117296.0,True
84332000,843320,41,Capital,5237917,4733638,3694093,5719538,1047944,4555216.0,True
84333000,843330,41,Capital,123670,264736,422020,415157,40346,270142.0,True
84334000,843340,41,Capital,153580,117184,47768,178447,95094,106177.3359,True
84335100,843351,41,Capital,5040426,9797419,14652184,5614337,0,9830010.0,True
84335200,843352,41,Capital,3145,17280,36500,9450,0,18975.0,True
84335300,843353,41,Capital,15489,0,2650,2850,4816,6046.333496,True
84335900,843359,41,Capital,16974,34528,12736,216955,25500,21412.66602,True
84336000,843360,41,Capital,197253,2574257,2894974,4551412,486051,1888828.0,True
84339050,843390,42,Intermediate,48329324,45432208,63618720,60151260,17771726,52460084.0,True
84342000,843420,41,Capital,69858,154743,499773,29482,3370,241458.0,True
84349000,843490,42,Intermediate,7386444,6811822,7261772,6961755,920669,7153346.0,True
84361000,843610,41,Capital,874978,835208,651043,3545095,107320,787076.3125,True
84362100,843621,41,Capital,1639226,1448728,3760861,2562705,624434,2282938.25,True
84362900,843629,41,Capital,349084,715677,1077435,665665,201679,714065.3125,True
84368000,843680,41,Capital,18727218,25614120,31807914,38641760,4570261,25383084.0,True
84369100,843691,42,Intermediate,9671382,6756306,7949655,3343451,272237,8125781.0,True
84369900,843699,42,Intermediate,27447432,34496048,42504248,38823412,7167723,34815908.0,True
84371000,843710,41,Capital,3224689,3597911,4317611,3641621,1553337,3713403.75,True
84378000,843780,41,Capital,3933217,2891143,3163043,1288696,114490,3329134.25,True
84379000,843790,42,Intermediate,17875902,16166662,11566776,13571951,4507232,15203113.0,True
84385000,843850,41,Capital,4952981,5641329,15311956,6018172,987134,8635422.0,True
84386000,843860,41,Capital,1167513,1878061,1898919,1920268,322734,1648164.375,True
84388000,843880,41,Capital,25362506,30755700,33492012,34219276,8330893,29870072.0,True
84389090,843890,42,Intermediate,15285076,15366776,14593779,17826922,3580929,15081877.0,True
84391000,843910,41,Capital,467872,753782,325322,363435,0,515658.6563,True
84392000,843920,41,Capital,2480680,620555,3657936,3001288,513567,2253057.0,True
84393000,843930,41,Capital,514742,3919291,4030424,982225,110000,2821485.75,True
84399110,843991,42,Intermediate,1370787,716095,2243588,5053169,3445682,1443490.0,True
84399190,843991,42,Intermediate,10570035,5034424,10564039,7394190,4679733,8722833.0,True
84399910,843999,42,Intermediate,27394436,14973819,15811298,16700082,12744036,19393184.0,True
84399950,843999,42,Intermediate,1492029,1221206,1002084,752836,58637,1238439.625,True
84412000,844120,41,Capital,1482030,724713,920459,447888,235790,1042400.688,True
84413000,844130,41,Capital,11729705,16769579,22659236,21291028,4366220,17052840.0,True
84414000,844140,41,Capital,2053114,3203418,2090353,1988753,385670,2448961.75,True
84418000,844180,41,Capital,5948982,6051586,13201453,7244404,1968727,8400674.0,True
84419000,844190,42,Intermediate,30332204,20936990,26131596,20939252,5184653,25800264.0,True
84423001,844230,41,Capital,15627436,17592016,10932086,8665360,1916607,14717179.0,True
84424000,844240,42,Intermediate,7071935,7303233,8244394,6178200,1046143,7539854.0,True
84431110,844311,41,Capital,0,0,0,0,0,0.0,True
84431150,844311,41,Capital,85480,1632389,454338,180739,0,724069.0,True
84431200,844312,41,Capital,13111,6343,103265,42000,0,40906.33203,True
84431300,844313,41,Capital,1777841,99068,298528,1129591,50000,725145.6875,True
84431400,844314,41,Capital,15375,97839,125560,137887,42225,79591.33594,True
84431700,844317,41,Capital,53024,193800,286757,40051,10626,177860.3281,True
84431930,844319,41,Capital,17826944,10028568,10924026,11482610,2003781,12926513.0,True
84439110,844391,0,Multiple,1149884,1015472,543250,340711,289450,902868.6875,True
84439920,844399,41,Capital,1206359168,981904960,681461120,300867392,29904990,956575104.0,True
84439945,844399,42,Intermediate,45818760,46385652,45263728,31069108,1791485,45822712.0,True
84440000,844400,41,Capital,9453773,933733,4606268,3546997,601102,4997924.5,True
84541000,845410,41,Capital,283488,276798,239567,136127,44641,266617.6563,True
84543000,845430,41,Capital,19108850,5522356,8004048,5914155,3974172,10878418.0,True
84549000,845490,42,Intermediate,30930492,39998816,31654752,28973644,7263413,34194688.0,True
84551000,845510,41,Capital,2193500,485880,1786612,1603245,793282,1488664.0,True
84552100,845521,41,Capital,140598,1029464,182206,1363287,1130536,450756.0,True
84552200,845522,41,Capital,3137421,4333817,4396288,8919456,2203016,3955842.0,True
84553000,845530,42,Intermediate,36047320,27870392,19811024,20127346,6373075,27909578.0,True
84559080,845590,42,Intermediate,25036476,17865808,15107313,12073880,6319093,19336532.0,True
84561110,845611,41,Capital,0,0,17716626,27460278,3992041,5905542.0,True
84561170,845611,41,Capital,0,0,402854,598164,11440,134284.6719,True
84561190,845611,41,Capital,0,0,6976646,8979397,2379714,2325548.75,True
84561210,845612,41,Capital,0,0,209912,82848,93500,69970.66406,True
84561270,845612,41,Capital,0,0,25000,226908,59994,8333.333008,True
84561290,845612,41,Capital,0,0,183349,115458,32182,61116.33203,True
84562010,845620,41,Capital,7800,78600,2326727,300479,22000,804375.6875,True
84562050,845620,41,Capital,88544,65836,14637,151381,192179,56339.0,True
84563010,845630,41,Capital,30381792,26250494,31368556,31001948,7425938,29333614.0,True
84563050,845630,41,Capital,213022,165043,85236,309819,183015,154433.6719,True
84564010,845640,41,Capital,0,0,3088928,6827900,1945980,1029642.688,True
84564090,845640,41,Capital,0,0,493418,433701,175525,164472.6719,True
84565000,845650,41,Capital,0,0,1249307,4053272,969768,416435.6563,True
84569031,845690,41,Capital,0,0,5074821,3474539,277745,1691607.0,True
84569071,845690,41,Capital,0,0,2196673,1374333,366308,732224.3125,True
84571000,845710,41,Capital,9157829,6943682,5821242,10975077,1866339,7307584.5,True
84572000,845720,41,Capital,89135,262334,35580,458962,0,129016.3359,True
84573000,845730,41,Capital,50364,150400,117455,1449317,63600,106073.0,True
84581100,845811,41,Capital,31086158,23595856,28415220,36884788,3561209,27699078.0,True
84581900,845819,41,Capital,16113079,13444666,13106030,12438014,4289197,14221258.0,True
84589110,845891,41,Capital,7758931,9267824,10886651,13819313,1855103,9304469.0,True
84589150,845891,41,Capital,0,152246,465836,1702024,0,206027.3281,True
84589910,845899,41,Capital,271042,274353,70474,46800,0,205289.6719,True
84589950,845899,41,Capital,1996775,1554292,1515382,1451956,340679,1688816.375,True
84591000,845910,41,Capital,55711,0,0,0,0,18570.33398,True
84592100,845921,41,Capital,459489,960647,1005960,725430,504000,808698.6875,True
84593100,845931,41,Capital,461860,1620611,265233,173035,377000,782568.0,True
84593900,845939,41,Capital,34250,215768,156625,649259,8429,135547.6719,True
84594100,845941,41,Capital,0,0,199415,218502,0,66471.66406,True
84594900,845949,41,Capital,0,0,84661,93901,198368,28220.33398,True
84595100,845951,41,Capital,253778,142589,89183,172078,28600,161850.0,True
84596100,845961,41,Capital,2792085,3599115,3671765,5046097,1193700,3354321.75,True
84596900,845969,41,Capital,5801361,6160634,5182368,5828254,1882580,5714787.5,True
84597040,845970,41,Capital,0,42513,44308,3844,0,28940.33398,True
84597080,845970,41,Capital,660738,917123,899432,1122359,335805,825764.3125,True
84601200,846012,41,Capital,0,0,17265,479231,0,5755.0,True
84601901,846019,41,Capital,0,0,1179633,1151718,185477,393211.0,True
84602200,846022,41,Capital,0,0,516985,539350,236270,172328.3281,True
84602300,846023,41,Capital,0,0,283906,341373,240934,94635.33594,True
84602400,846024,41,Capital,0,0,0,24178,0,0.0,True
84602901,846029,41,Capital,0,0,1369728,739880,212605,456576.0,True
84603100,846031,41,Capital,924678,820897,407970,943897,16500,717848.3125,True
84604040,846040,41,Capital,166203,2021464,723257,259725,415270,970308.0,True
84604080,846040,41,Capital,574606,276201,636682,706133,637802,495829.6563,True
84609040,846090,41,Capital,498619,163415,807753,1520261,174357,489929.0,True
84609080,846090,41,Capital,13018738,14949428,14187604,13785769,4380231,14051923.0,True
84612040,846120,41,Capital,128223,694587,728660,30940,0,517156.6563,True
84612080,846120,41,Capital,5530,28195,172288,26496,9000,68671.0,True
84613040,846130,41,Capital,0,0,114000,15440,0,38000.0,True
84613080,846130,41,Capital,14714,2857,2800,0,0,6790.333496,True
84614010,846140,41,Capital,94183,1214026,26050,262716,21054,444753.0,True
84614050,846140,41,Capital,60427,91623,123775,69513,3220,91941.66406,True
84615040,846150,41,Capital,862029,1179628,1014153,652454,249514,1018603.313,True
84619030,846190,41,Capital,15169,37960,161314,456389,2915,71481.0,True
84619060,846190,41,Capital,642651,675494,932688,1223602,234415,750277.6875,True
84621000,846210,41,Capital,8047946,7772997,28471080,19581640,3046840,14764008.0,True
84622100,846221,41,Capital,5321428,5585453,11877707,10823899,6202257,7594862.5,True
84622900,846229,41,Capital,18102742,22461830,19464796,19801624,4826562,20009790.0,True
84623100,846231,41,Capital,1445739,625574,755357,291600,140350,942223.3125,True
84623900,846239,41,Capital,8593201,5649410,4962186,5474237,1233141,6401599.0,True
84624100,846241,41,Capital,1474814,249769,2079542,688250,877899,1268041.625,True
84624900,846249,41,Capital,1690703,2597541,3512045,4370493,395841,2600096.25,True
84629140,846291,41,Capital,3253165,4439099,3081621,4327955,790949,3591295.0,True
84629180,846291,41,Capital,6474245,2495268,8763482,6646041,1641260,5910998.5,True
84629940,846299,41,Capital,656877,438382,725368,1188050,4030,606875.6875,True
84629980,846299,41,Capital,3152233,3553365,4443964,4004840,1099849,3716520.75,True
84631000,846310,41,Capital,2531351,1698393,1046817,1187744,675625,1758853.625,True
84632000,846320,41,Capital,78619,81522,211952,121048,165344,124031.0,True
84633000,846330,41,Capital,7209268,2494012,3244444,3394244,1251323,4315908.0,True
84639000,846390,41,Capital,3587808,4196058,4238675,5046599,1382995,4007513.75,True
84642001,846420,41,Capital,15244169,12726304,16222671,12269706,3448872,14731048.0,True
84649001,846490,41,Capital,14231067,16796092,17180312,17353332,3344682,16069157.0,True
84651000,846510,41,Capital,3512706,3306413,2716580,3082559,375153,3178566.25,True
84659200,846592,41,Capital,25372472,28921628,35661132,33733548,7594763,29985078.0,True
84659300,846593,41,Capital,21131700,21248976,23958976,22116520,5177669,22113218.0,True
84659400,846594,41,Capital,1696583,2822525,2383899,2201939,579079,2301002.25,True
84659902,846599,41,Capital,0,0,15960813,16187470,3834811,5320271.0,True
84661001,846610,42,Intermediate,195615024,202214944,240726976,260128896,71120664,212852320.0,True
84662010,846620,42,Intermediate,695025,519535,1415703,1709440,674603,876754.3125,True
84662080,846620,42,Intermediate,31617860,26859146,25836132,20167884,5157868,28104380.0,True
84663010,846630,42,Intermediate,316091,272707,465712,340738,58450,351503.3438,True
84663060,846630,42,Intermediate,8367029,6877577,6195244,4787709,533438,7146616.5,True
84669150,846691,42,Intermediate,8975944,8385609,8428130,8022515,2136550,8596561.0,True
84669210,846692,42,Intermediate,483130,547769,465664,305782,2174,498854.3438,True
84669250,846692,42,Intermediate,30585712,27814932,42267132,40248660,11248220,33555924.0,True
84669311,846693,42,Intermediate,762500,5283956,2297063,1074659,284179,2781173.0,True
84669330,846693,42,Intermediate,477784,991215,902773,824612,243492,790590.6875,True
84669353,846693,42,Intermediate,3321683,2768091,4757125,5871667,1919857,3615633.0,True
84669360,846693,42,Intermediate,172185,973061,1404930,1692516,484531,850058.6875,True
84669375,846693,42,Intermediate,200439,229093,81680,150979,18269,170404.0,True
84669396,846693,42,Intermediate,0,926189,1463027,1959826,500588,796405.3125,True
84669398,846694,42,Intermediate,0,10920223,30117856,33287344,6321371,13679360.0,True
84669420,846694,42,Intermediate,1456394,1098803,1727853,844026,846807,1427683.375,True
84669440,846694,42,Intermediate,1969372,1101418,1106838,631765,284766,1392542.625,True
84669465,846694,42,Intermediate,1242504,791270,419134,2049970,349868,817636.0,True
84669485,846694,42,Intermediate,20723240,22300890,25175444,25738276,3621378,22733192.0,True
84671110,846711,41,Capital,16022486,14869302,15883918,14773412,4705732,15591902.0,True
84671150,846711,41,Capital,54380696,48659820,52635224,51712720,12551068,51891912.0,True
84682050,846820,41,Capital,541718,259255,765654,516668,129832,522209.0,True
84688050,846880,41,Capital,5871334,1985204,1460537,1752339,327649,3105691.75,True
84717030,847170,41,Capital,2646475,3206551,3453984,3076784,198835,3102336.75,True
84717040,847170,41,Capital,1363108608,1230128512,884640768,446610912,17802138,1159292672.0,True
84717060,847170,41,Capital,457792544,262308720,413091552,306595424,35361388,377730944.0,True
84717090,847170,41,Capital,281829888,158979856,181493152,98353784,11173534,207434304.0,True
84733020,847330,42,Intermediate,27174012,29764636,29608200,21926692,2448728,28848950.0,True
84734010,847340,42,Intermediate,22812860,16526306,9605670,9343716,3130046,16314945.0,True
84734086,847340,42,Intermediate,0,31762500,97653480,76941072,10287485,43138660.0,True
84735030,847350,42,Intermediate,11564642,10185870,11028842,8584834,803504,10926451.0,True
84741000,847410,41,Capital,15469789,11840075,11003315,10576040,4767327,12771060.0,True
84742000,847420,41,Capital,12054009,20578372,16141692,13353210,4285392,16258024.0,True
84743100,847431,41,Capital,15700119,15153004,17020604,15491567,5114357,15957909.0,True
84743200,847432,41,Capital,50000,53936,98810,55113,3580,67582.0,True
84743900,847439,41,Capital,887310,3252527,2152803,2378633,796254,2097546.75,True
84748000,847480,41,Capital,3727528,4495371,3341315,6109160,970218,3854738.0,True
84749000,847490,42,Intermediate,131120272,120440872,140671200,152503376,41758388,130744112.0,True
84751000,847510,41,Capital,78656,64786,45117,503054,0,62853.0,True
84752100,847521,41,Capital,16342,824122,49880,10827,0,296781.3438,True
84759010,847590,42,Intermediate,90267,247739,175503,1667931,73965,171169.6719,True
84759090,847590,42,Intermediate,39057072,11170841,16208351,9323055,1902605,22145422.0,True
84771030,847710,41,Capital,718061,400128,292044,67334,0,470077.6563,True
84771040,847710,41,Capital,58950,44500,230935,12900,0,111461.6641,True
84771090,847710,41,Capital,83251408,112647816,154204128,134399776,20162006,116701120.0,True
84772000,847720,41,Capital,6746380,8452759,8727775,13990622,5619719,7975638.0,True
