reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share,is_electronics
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,I,"Cotton, silk and wool",1.72023666666667,0.994821801683104,0.53448,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.92864643293215,7.11554699081875,0.15042806122449,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.97517293531212,7.37336155777735,0.150051972555746,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.9728649243838,6.0518282743346,0.150051972555746,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.95209444444445,7.089628534647,0.15042806122449,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.94070248374075,7.17615997197099,0.15042806122449,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.96662462223312,7.24208584161501,0.150051972555746,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,P,Textiles,7.96886504533203,6.94199690676602,0.150051972555746,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.22969886085012,3.98817609030122,0.165432768361582,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.18875217933261,3.94193879354996,0.164134594594595,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.11719276555072,3.84126028296825,0.16731581920904,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.25703242064764,3.99968939220517,0.162663243243243,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.07279069167002,4.08186375356437,0.165432768361582,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.22780129532985,4.08324393182826,0.165432768361582,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,C,Fruits and vegetables,5.39704453872932,4.22870456894983,0.164134594594595,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,3.12438149350649,9.98238601943576,0.231114285714286,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,2.97789646464646,9.63759332011208,0.231024675324675,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,3.16429725829726,9.85279238525388,0.231024675324675,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,2.9158903421101,7.34324055236245,0.22805,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,2.84853062678063,5.36491410903795,0.22806282051282,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,3.20669751082251,9.31259955660723,0.231114285714286,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,E,Cereals and food preparations,3.04735918710919,6.88308005142883,0.22806282051282,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,Z,Unspecified products,,,,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,Z,Unspecified products,,,,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,Z,Unspecified products,,,,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,Z,Unspecified products,,,,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,Z,Unspecified products,,,,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,Z,Unspecified products,,,,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,22.9238307412008,17.2536483504752,0.062284,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,20.9283693498965,15.0585764780424,0.062284,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,24.4907284886128,15.6295829574086,0.062284,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,21.9803743188406,14.5899542500654,0.062284,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,18.5788339710145,14.9545795729314,0.062284,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,23.0786790724638,15.4438308684019,0.062284,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,B,Dairy products,33.474770873706,17.4333992225482,0.062284,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.67240725138824,0.457077288061093,0.777169655172414,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.633148826269516,0.400851513307341,0.866633103448276,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.738578570276683,0.412315324277609,0.837885534591195,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.631889670865533,0.448333853497276,0.866681034482759,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.741522070173013,0.397680972438045,0.837885534591195,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.632983759535484,0.429018005327433,0.866681034482759,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,O,"Wood, paper, furniture",0.744577480048623,0.464750496470636,0.836721383647799,False
United States,C840,2024,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.13207744107744,0.514631185220114,0.0,False
United States,C840,2018,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.27921548821549,0.708426509955349,0.0,False
United States,C840,2019,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.3447196969697,0.783943426568291,0.0,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.26217760942761,0.736235503448856,0.0,False
United States,C840,2022,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.23246127946128,0.620016200995425,0.0,False
United States,C840,2020,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.35369528619529,0.820618160844051,0.0,False
United States,C840,2023,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,M,Petroleum,1.28447138047138,0.621466097197462,0.0,False
United States,C840,2021,MTN,MT4,A0002,MFN statutory (legal/autonomous) duty,T,Electrical machinery and electronic equipment,1.29441292725539,0.759241836281967,0.59438595890411,True
