HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017",is_electronics
85311000,853110,41,Capital,229357440,253366944,381277344,366223840,73712824,288000576.0,True
85312000,853120,41,Capital,590735936,563318464,600504960,583505344,94200056,584853120.0,True
85319015,853190,42,Intermediate,27165172,12946515,13048181,15948460,5045653,17719956.0,True
85319030,853190,42,Intermediate,23704500,24830448,20327572,18192072,3882625,22954174.0,True
85319075,853190,42,Intermediate,20599108,17628464,19743568,34330436,3547842,19323714.0,True
85319090,853190,42,Intermediate,136586656,149518160,146083056,158932560,48634872,144062624.0,True
85333900,853339,42,Intermediate,27535008,34408804,32509232,28951952,6973636,31484348.0,True
85340000,853400,42,Intermediate,903877888,891838016,907485056,971125824,260367104,901067008.0,True
85354000,853540,42,Intermediate,32160716,31174274,34163488,31020980,5380677,32499492.0,True
85366100,853661,42,Intermediate,40854096,36504292,35423316,31798912,8608807,37593900.0,True
85366980,853669,42,Intermediate,280930400,286485344,308519296,359791104,99795040,291978336.0,True
85371091,853710,42,Intermediate,0,698563072,1460714752,1942385408,641198400,719759296.0,True
85389010,853890,42,Intermediate,28010460,20157848,22297932,25008748,3948939,23488746.0,True
85389030,853890,42,Intermediate,91268960,87446968,92350848,132395112,31917942,90355592.0,True
85391000,853910,53,Intermediate,23446732,12635895,22766416,37535632,8337651,19616348.0,True
85392120,853921,63,Consumption,30897462,24930820,24741078,22207456,3215987,26856454.0,True
85392140,853921,63,Consumption,102597024,85274416,52883340,52336548,14977684,80251592.0,True
85393100,853931,42,Intermediate,501952960,271091648,172453936,125096680,34768976,315166176.0,True
85393200,853932,42,Intermediate,74212648,68140528,69781792,55266624,16093104,70711656.0,True
85393910,853939,42,Intermediate,0,145906,138681,290862,362207,94862.33594,True
85393990,853939,42,Intermediate,0,5440954,12470904,9274825,2102109,5970619.5,True
85394900,853949,42,Intermediate,33711304,27283712,18078518,21283640,5825045,26357844.0,True
85401110,854011,42,Intermediate,0,4480,0,0,0,1493.333374,True
85401124,854011,42,Intermediate,0,0,0,0,0,0.0,True
85401128,854011,42,Intermediate,2400,0,0,0,0,800.0,True
85401130,854011,42,Intermediate,0,0,6280,161652,0,2093.333252,True
85401144,854011,42,Intermediate,0,0,14802,0,0,4934.0,True
85401148,854011,42,Intermediate,0,0,0,0,0,0.0,True
85401150,854011,42,Intermediate,0,0,0,6625,0,0.0,True
85401210,854012,42,Intermediate,0,0,0,2225,0,0.0,True
85401220,854012,42,Intermediate,0,0,0,0,0,0.0,True
85401250,854012,42,Intermediate,0,0,2420,0,0,806.666687,True
85401270,854012,42,Intermediate,0,0,0,0,0,0.0,True
85402020,854020,42,Intermediate,4250,3300,26250,14837,0,11266.66699,True
85402040,854020,42,Intermediate,5294421,5697827,5537227,7536414,2253772,5509825.0,True
85404010,854040,42,Intermediate,89735,36649,42509,113797,13005,56297.66797,True
85406000,854060,42,Intermediate,0,25959,0,0,0,8653.0,True
85407120,854071,42,Intermediate,743267,1226500,1409480,2285398,765431,1126415.625,True
85407140,854071,42,Intermediate,1661590,2605157,2767478,1883283,244387,2344741.75,True
85408100,854081,42,Intermediate,3022807,1972049,3005600,2706761,1095735,2666818.75,True
85409115,854091,42,Intermediate,3675,0,0,0,0,1225.0,True
85409120,854091,42,Intermediate,30169,11570,19551,51614,33826,20430.0,True
85409150,854091,42,Intermediate,133639,25643,75184,24017,24392,78155.33594,True
85409940,854099,42,Intermediate,25995,3200,10560,25068,0,13251.66699,True
85409980,854099,42,Intermediate,278982,93730,79659,348886,101470,150790.3281,True
85437071,854370,41,Capital,0,0,565926784,469646400,75107968,188642256.0,True
85437085,854370,41,Capital,31616220,30213196,33449034,37712368,6881307,31759484.0,True
85437091,854370,41,Capital,0,10768307,53410912,78345320,26447412,21393072.0,True
85439085,854390,42,Intermediate,1488894,1107511,3608854,9146271,1293098,2068419.625,True
85439088,854390,42,Intermediate,130490248,199847600,378737536,1094597504,402991200,236358464.0,True
85442000,854420,22,Intermediate,305598048,299723104,268699712,288219008,77321864,291340288.0,True
85444210,854442,22,Intermediate,56310480,63292620,63780824,67085144,17021154,61127976.0,True
85444220,854442,22,Intermediate,1124003072,1092986368,1201370624,1409804288,346339552,1139453312.0,True
85444290,854442,22,Intermediate,1381936128,1308315776,1392191232,1701592960,422950048,1360814336.0,True
85451100,854511,42,Intermediate,28177996,11169347,58174872,229811616,18905416,32507404.0,True
85451920,854519,42,Intermediate,6047305,1093927,1460037,3912788,2226534,2867089.75,True
85451940,854519,42,Intermediate,9404351,9031936,12061273,20460608,4062877,10165853.0,True
85452000,854520,42,Intermediate,4816827,4707282,4596573,5409725,1467145,4706894.0,True
85459020,854590,42,Intermediate,7262563,676032,1900050,1949307,4592,3279548.25,True
85459040,854590,42,Intermediate,4522906,3901884,3062488,14463760,5092614,3829092.75,True
85461000,854610,42,Intermediate,11700350,11150299,13200088,19028196,2460888,12016912.0,True
85462000,854620,42,Intermediate,48956604,40463392,37607376,49779400,10824029,42342456.0,True
85469000,854690,42,Intermediate,50968132,49932188,60819112,62282344,16824896,53906476.0,True
85471040,854710,22,Intermediate,116413,74372,153242,188981,130324,114675.6641,True
85471080,854710,22,Intermediate,10910949,8032288,10998843,16718612,5492249,9980693.0,True
85472000,854720,22,Intermediate,28231764,23489260,25770704,32538196,6938730,25830576.0,True
85479000,854790,22,Intermediate,16273326,23689562,29365996,45119936,9308234,23109628.0,True
85489001,854890,42,Intermediate,31533680,28395366,32507422,39747752,19496168,30812156.0,True
