HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017"
29212900,292129,22,Intermediate,11986947,12619108,7180198,8098707,813798,10595418
29213005,292130,22,Intermediate,144340,0,38550,137338,15439,60963.33203
29213010,292130,22,Intermediate,603164,131931,424210,2673853,28220,386435
29213030,292130,22,Intermediate,4280446,4211772,6339688,11683228,1231240,4943968.5
29213050,292130,22,Intermediate,9064901,9931363,11333451,17600898,7839598,10109905
29214110,292141,22,Intermediate,0,5650772,31750476,92345400,7376833,12467083
29214120,292141,22,Intermediate,0,79628,80384,36693,0,53337.33203
29214215,292142,22,Intermediate,400101,615663,1246558,664134,16872,754107.3125
29214216,292142,22,Intermediate,0,0,0,0,0,0
29214221,292142,22,Intermediate,0,0,0,0,0,0
29214222,292142,22,Intermediate,141713,9569,13012,0,0,54764.66797
29214223,292142,22,Intermediate,0,0,0,0,0,0
29214236,292142,22,Intermediate,855032,1067279,528640,738089,111380,816983.6875
29214290,292142,22,Intermediate,8017933,7739219,6721023,5098157,1130160,7492725
29214304,292143,22,Intermediate,0,0,0,0,0,0
29214308,292143,22,Intermediate,49898,88795,87041,58285,28257,75244.66406
29214315,292143,22,Intermediate,1838068,1615695,3317120,3182159,0,2256961
29214319,292143,22,Intermediate,0,0,0,0,0,0
29214322,292143,22,Intermediate,0,0,0,0,0,0
29214324,292143,22,Intermediate,1433830,834142,282069,725961,131286,850013.6875
29214340,292143,22,Intermediate,219000,236800,222783,677760,0,226194.3281
29214390,292143,22,Intermediate,180343,176710,105288,614391,1108028,154113.6719
29214405,292144,22,Intermediate,3258828,2099084,1928125,2911451,176101,2428679
29214410,292144,22,Intermediate,0,66132,61463,0,0,42531.66797
29214420,292144,22,Intermediate,0,0,0,12036,0,0
29214470,292144,22,Intermediate,2810223,995326,509236,466690,85630,1438261.625
29214510,292145,22,Intermediate,944113,833670,1102005,1111308,3687,959929.3125
29214520,292145,22,Intermediate,19050,0,0,2275,0,6350
29214525,292145,22,Intermediate,0,0,0,0,0,0
29214590,292145,22,Intermediate,1461280,4680480,1976879,5859476,1224130,2706213
29214910,292149,22,Intermediate,383257,24558,14759,56497,39613,140858
29214945,292149,22,Intermediate,1417482,800018,3682323,2744512,584263,1966607.625
29214950,292149,22,Intermediate,1911572,3627376,3259160,2857318,802378,2932702.75
29215110,292151,22,Intermediate,44802300,33129736,39604744,47148424,16630965,39178928
29215130,292151,22,Intermediate,488004,379890,289494,740838,39230,385796
29215150,292151,22,Intermediate,36291348,31307676,29105772,37251508,5037448,32234932
29215904,292159,22,Intermediate,133591,128960,136480,123800,0,133010.3281
29215908,292159,22,Intermediate,4470685,3813908,5206327,4528972,673915,4496973.5
29215917,292159,22,Intermediate,4809566,4676855,4018382,6292866,436043,4501601
29215920,292159,22,Intermediate,8282181,7737030,9896764,20467652,2882713,8638658
29215930,292159,22,Intermediate,983632,708779,1286028,1313608,275659,992813
29215940,292159,22,Intermediate,3525569,1973932,960353,2949893,833917,2153284.75
29215980,292159,22,Intermediate,10703110,9668350,10827278,15918123,794303,10399579
29221100,292211,22,Intermediate,4488,53399,58847,31469,0,38911.33203
29221200,292212,22,Intermediate,6740,0,2538,0,0,3092.666748
29221500,292215,22,Intermediate,0,0,2900,17556,0,966.666687
29221600,292216,22,Intermediate,0,0,0,0,0,0
29221700,292217,22,Intermediate,0,0,7857,0,0,2619
29221800,292218,22,Intermediate,0,0,0,0,0,0
29222110,292221,22,Intermediate,587626,542501,1861392,1832869,0,997173
29222125,292221,22,Intermediate,0,0,0,0,0,0
29222150,292221,22,Intermediate,622473,879514,460489,157301,0,654158.6875
29222903,292229,22,Intermediate,1297083,881855,1516543,1355652,122528,1231827
29222908,292229,22,Intermediate,61000,89024,17890,6600,0,55971.33203
29222910,292229,22,Intermediate,3312557,2046408,1804995,2237284,529571,2387986.75
29222913,292229,22,Intermediate,246325,281245,44452,76301,31860,190674
29222920,292229,22,Intermediate,0,0,0,0,0,0
29222926,292229,22,Intermediate,0,0,0,2993,0,0
29222927,292229,22,Intermediate,8759,11950,0,3800,0,6903
29222929,292229,22,Intermediate,212548,423174,490548,315352,360404,375423.3438
29222961,292229,22,Intermediate,5109320,5107311,1837299,1118755,648758,4017976.75
29222981,292229,22,Intermediate,10845631,8817467,8554543,10564775,2855719,9405880
29223905,292239,22,Intermediate,42600,25950,0,0,52000,22850
29223914,292239,22,Intermediate,0,0,0,0,0,0
29223917,292239,22,Intermediate,0,0,0,0,0,0
29223925,292239,22,Intermediate,11088733,9799480,12143460,10395288,3061333,11010558
29223945,292239,22,Intermediate,611854,218684,461866,1289658,688445,430801.3438
29223950,292239,22,Intermediate,152876,572177,508036,366025,584889,411029.6563
29224210,292242,22,Intermediate,2357194,968671,701264,587658,168520,1342376.375
29224250,292242,22,Intermediate,2358745,1998988,2493112,2819949,782774,2283615
29224310,292243,22,Intermediate,0,0,0,0,0,0
29224350,292243,22,Intermediate,0,4000,0,0,0,1333.333374
29224905,292249,22,Intermediate,232984,304580,187554,1610130,48770,241706
29224910,292249,22,Intermediate,6772199,6373862,6100637,7314501,1178056,6415566
29224926,292249,22,Intermediate,1133040,792905,1066374,790955,127680,997439.6875
29224930,292249,22,Intermediate,11303788,11968230,16373715,5453853,758115,13215244
29224937,292249,22,Intermediate,3587576,2245815,1105699,2657280,52400,2313030
29224943,292249,22,Intermediate,0,0,324150,71039,538525,108050
29224949,292249,22,Intermediate,0,0,60015996,145742560,28112920,20005332
29224960,292249,22,Intermediate,1777445,1133711,1719272,3587477,995281,1543476
29224980,292249,22,Intermediate,26352040,22753502,31003392,33563988,8241251,26702978
29231000,292310,22,Intermediate,18603168,5715578,10158648,8875489,1822734,11492465
29232010,292320,22,Intermediate,151110,28861,81164,158379,5506,87045
29232020,292320,22,Intermediate,1771161,3998444,4238587,2911756,691972,3336064
29233000,292330,22,Intermediate,0,0,0,2950,0,0
29234000,292340,22,Intermediate,0,0,0,0,0,0
29239001,292390,22,Intermediate,0,0,24432016,53320752,20016472,8144005.5
29241200,292412,22,Intermediate,0,0,0,0,0,0
29241911,292419,22,Intermediate,27267544,28577102,40376220,63953736,10582359,32073622
29241980,292419,22,Intermediate,16170024,17840398,26541112,37110352,13586480,20183844
29242104,292421,22,Intermediate,0,0,0,0,0,0
29242108,292421,22,Intermediate,0,0,1144000,0,0,381333.3438
29242112,292421,22,Intermediate,0,0,24600,0,0,8200
29242116,292421,22,Intermediate,4889503,1878210,2897338,9917992,1130667,3221683.75
29242120,292421,22,Intermediate,83397,232133,454535,261000,269970,256688.3281
29242145,292421,22,Intermediate,914355,688091,1034832,489677,3485,879092.6875
29242150,292421,22,Intermediate,126692,95008,343083,2543709,109318,188261
29242310,292423,22,Intermediate,0,0,0,0,0,0
29242370,292423,22,Intermediate,0,0,0,0,0,0
29242375,292423,22,Intermediate,0,13000,0,0,0,4333.333496
29242500,292425,22,Intermediate,0,0,1038882,0,0,346294
29242901,292429,22,Intermediate,85582,33628,71397,116864,0,63535.66797
29242910,292429,22,Intermediate,34869648,37168952,39103572,49143424,15786176,37047392
29242920,292429,22,Intermediate,353560,87394,67348,147572,34301,169434
29242928,292429,22,Intermediate,304500,137900,279000,140615,835000,240466.6719
29242931,292429,22,Intermediate,845844,1166254,1376751,1846524,225660,1129616.375
29242933,292429,22,Intermediate,672580,713622,991120,688696,122996,792440.6875
29242943,292429,22,Intermediate,0,0,0,875675,0,0
29242947,292429,22,Intermediate,27816182,35683012,57865784,78114192,3265183,40454992
29242965,292429,22,Intermediate,0,0,0,9494,0,0
29242971,292429,22,Intermediate,19889220,21542048,17847388,19142420,6852038,19759552
29242977,292429,22,Intermediate,0,0,40971096,46892648,26434654,13657032
29242980,292429,22,Intermediate,18000,94659,163096,154683,27390,91918.33594
29242995,292429,22,Intermediate,24938638,41962948,14791171,17356328,2411807,27230920
29251100,292511,22,Intermediate,7726889,10515859,7777878,9104175,1499660,8673542
29251930,292519,22,Intermediate,2110,0,0,0,3695,703.333313
29251942,292519,22,Intermediate,9452185,4120386,3007797,5294905,2373274,5526789.5
29251970,292519,22,Intermediate,0,0,0,0,0,0
29251991,292519,22,Intermediate,3723336,3139424,3528478,1625840,710415,3463746
29252100,292521,22,Intermediate,0,0,0,0,0,0
29252910,292529,22,Intermediate,41727,34502,6080,9218,0,27436.33398
29252918,292529,22,Intermediate,6992326,8487876,8586239,7598793,2435679,8022147
29252920,292529,22,Intermediate,9000,82720,49508,24828,10417,47076
29252960,292529,22,Intermediate,396609,456511,1580765,1874598,637226,811295
29252990,292529,22,Intermediate,41180624,35511432,37600520,40175224,10985086,38097524
29261000,292610,22,Intermediate,2630,0,0,0,0,876.666687
29262000,292620,22,Intermediate,13311928,12233223,11942162,24872120,5958530,12495771
29263010,292630,22,Intermediate,0,0,0,0,0,0
29263020,292630,22,Intermediate,0,0,0,0,0,0
29269001,292690,22,Intermediate,7350,0,0,40055,0,2450
29269005,292690,22,Intermediate,2785,0,109800,0,0,37528.33203
29269011,292690,22,Intermediate,0,0,0,0,0,0
29269014,292690,22,Intermediate,83403,571509,0,0,0,218304
29269016,292690,22,Intermediate,17791328,9609089,14966035,19864636,7142625,14122151
29269017,292690,22,Intermediate,0,0,0,0,0,0
29269025,292690,22,Intermediate,6923370,11672550,7444363,10196796,4851735,8680094
29269030,292690,22,Intermediate,11548373,12614201,10401870,18441852,843000,11521481
29269043,292690,22,Intermediate,1030213,637031,427408,915738,235034,698217.3125
29269048,292690,22,Intermediate,10107042,12482450,16651171,16214084,7383405,13080221
29269050,292690,22,Intermediate,25686972,26788928,18452510,28032392,7423817,23642804
29270003,292700,22,Intermediate,77152,0,37438,0,0,38196.66797
29270006,292700,22,Intermediate,0,0,0,0,0,0
29270015,292700,22,Intermediate,9229525,12819939,12862647,14021519,1206507,11637370
29270018,292700,22,Intermediate,0,0,3782,4499,0,1260.666626
29270025,292700,22,Intermediate,21851,17623,34091,16776,0,24521.66602
29270030,292700,22,Intermediate,12267,6300,7298,85157,6470,8621.666992
29270040,292700,22,Intermediate,391718,131792,80490,266541,38631,201333.3281
29270050,292700,22,Intermediate,466175,552194,1123321,2898695,317795,713896.6875
29280015,292800,22,Intermediate,679162,67342,199281,136013,0,315261.6563
29280025,292800,22,Intermediate,13488215,12527825,10080454,14609117,5650305,12032165
29280050,292800,22,Intermediate,8025187,6837515,9415755,14272676,2764983,8092819
29291010,292910,22,Intermediate,335140,358596,430129,546808,26679,374621.6563
29291015,292910,22,Intermediate,40459,14261059,18768334,6525,0,11023284
29291020,292910,22,Intermediate,0,0,0,0,0,0
29291027,292910,22,Intermediate,7653874,4383212,3850758,5895373,2017414,5295948
29291035,292910,22,Intermediate,1380421,223980,257394,167416,0,620598.3125
29291055,292910,22,Intermediate,270655,493444,65121,75212,57238,276406.6563
29299005,292990,22,Intermediate,0,291026,264480,0,0,185168.6719
29299015,292990,22,Intermediate,21448060,17063884,17452774,20892132,8283886,18654906
29299020,292990,22,Intermediate,6505498,135376,2145581,4563497,2513669,2928818.25
29299050,292990,22,Intermediate,16654627,10263500,16594151,24954426,12254176,14504093
29302010,293020,22,Intermediate,115481,75600,0,0,0,63693.66797
29302090,293020,22,Intermediate,8199766,9751765,5798678,7431409,1068298,7916736.5
29303060,293030,22,Intermediate,3527770,3707825,3483430,4504798,1138783,3573008.25
29304000,293040,22,Intermediate,3394006,2621797,14722974,10056325,2869703,6912925.5
29306000,293060,22,Intermediate,0,0,0,0,0,0
29309010,293090,22,Intermediate,88435136,31096772,58721888,85149536,65879436,59417932
29309026,293090,22,Intermediate,647519,837975,651717,1085299,183790,712403.6875
29309029,293090,22,Intermediate,14249472,12824659,15291245,23308220,7673714,14121792
29309030,293090,22,Intermediate,215740,129171,186592,1509874,487956,177167.6719
29309042,293090,22,Intermediate,1403873,401063,2272751,1915256,0,1359229
29309043,293090,22,Intermediate,31749106,27062708,24744400,13074417,1256311,27852072
29309046,293090,22,Intermediate,23324536,9755638,31389172,38391944,708160,21489782
29309049,293090,22,Intermediate,10031660,9649028,9115428,15887149,2251150,9598705
29311000,293110,22,Intermediate,2441333,787334,1570677,4632370,0,1599781.375
29312000,293120,22,Intermediate,189039,280177,94235,167459,9806,187817
29313100,293131,22,Intermediate,0,0,0,65953,0,0
29313200,293132,22,Intermediate,0,0,0,0,0,0
29313400,293134,22,Intermediate,0,0,0,0,0,0
29313500,293135,22,Intermediate,0,0,3050,0,12980,1016.666687
29313600,293136,22,Intermediate,0,0,0,0,0,0
29313700,293137,22,Intermediate,0,0,0,0,0,0
29313800,293138,22,Intermediate,0,0,0,0,24400,0
29319022,293190,22,Intermediate,2545127,965174,2500,24746,3540,1170933.625
29319030,293190,22,Intermediate,12800197,16774841,18650024,25150160,8025006,16075021
29319060,293190,22,Intermediate,4719653,3678260,3804501,5834740,1202969,4067471.25
29319070,293190,22,Intermediate,4790844,3877118,4679574,7665009,1032758,4449178.5
29321100,293211,22,Intermediate,1284359,1187172,913065,2085511,27721,1128198.625
29321200,293212,22,Intermediate,7315492,7318308,5154683,9307611,57092,6596161
29321300,293213,22,Intermediate,5040,34653,72957,75793,5040,37550
29321910,293219,22,Intermediate,1800257,3059515,3628030,5310918,3295759,2829267.25
29321951,293219,22,Intermediate,0,0,53947740,26366984,6402791,17982580
29329200,293292,22,Intermediate,0,0,0,0,0,0
29329300,293293,22,Intermediate,6175936,5937961,5172588,8952989,3607841,5762161.5
29329400,293294,22,Intermediate,0,0,0,0,0,0
29329500,293295,22,Intermediate,2040,415555,202300,54022,14320,206631.6719
29329908,293299,22,Intermediate,3700,3000,0,0,0,2233.333252
29329920,293299,22,Intermediate,1608955,1513548,1082114,1966645,438479,1401539
29329932,293299,22,Intermediate,54100,0,0,38349,0,18033.33398
29329935,293299,22,Intermediate,0,0,0,0,0,0
29329939,293299,22,Intermediate,0,8637,13299,72865,2640,7312
29329970,293299,22,Intermediate,11138335,11592741,4173591,4422258,1932447,8968222
29331908,293319,22,Intermediate,235065,128877,200153,242748,29915,188031.6719
29331915,293319,22,Intermediate,0,0,0,0,0,0
29331918,293319,22,Intermediate,0,0,14450,0,0,4816.666504
29331923,293319,22,Intermediate,1704040,5517285,16354646,31643568,4219929,7858657
29331930,293319,22,Intermediate,7700,0,300680,82519,436504,102793.3359
29331935,293319,22,Intermediate,832747,1188189,826980,1710685,320231,949305.3125
29331937,293319,22,Intermediate,1358218,1393252,5197356,6166403,1900315,2649608.75
29331943,293319,22,Intermediate,133678,5881,192522,467442,1269309,110693.6641
29331945,293319,22,Intermediate,33057,39919,49400,581856,0,40792
29331970,293319,22,Intermediate,40500,0,0,364178,1257266,13500
29331990,293319,22,Intermediate,5771822,5015199,5913671,9968387,1862608,5566897.5
29332100,293321,22,Intermediate,11114336,17445264,27761908,20599286,3940893,18773836
29332905,293329,22,Intermediate,358386,700948,1323322,1525007,39369,794218.6875
29332910,293329,22,Intermediate,17585,65938,95900,0,26227,59807.66797
29332920,293329,22,Intermediate,448362,252470,468670,644936,363447,389834
29332935,293329,22,Intermediate,322907,266057,386843,271290,226509,325269
29332943,293329,22,Intermediate,257982,628393,2328570,195761,34540,1071648.375
29332945,293329,22,Intermediate,85557,153067,148910,326695,97547,129178
29332960,293329,22,Intermediate,1214764,1293706,1071197,2269259,272254,1193222.375
29332990,293329,22,Intermediate,11255635,12910739,14262683,15647587,3130292,12809686
29333100,293331,22,Intermediate,15106657,2168998,2447284,1926268,795854,6574313
29333210,293332,22,Intermediate,0,2134,0,18760,0,711.333313
29333250,293332,22,Intermediate,91420,241578,438301,285534,23680,257099.6719
29336100,293361,22,Intermediate,1648587,152926,50822,23471,28080,617445
29336920,293369,22,Intermediate,1187562,786518,1698042,1759211,266350,1224040.625
29336950,293369,22,Intermediate,886933,897648,220705,102650,0,668428.6875
29337100,293371,22,Intermediate,0,15696,366669,3347,0,127455
29337904,293379,22,Intermediate,0,0,0,7892,0,0
29337908,293379,22,Intermediate,17650524,25555990,29144280,25223560,2421473,24116932
29337915,293379,22,Intermediate,275798,717199,538315,3600473,168013,510437.3438
29337920,293379,22,Intermediate,2927446,3274873,4306467,5959012,923936,3502928.75
29337930,293379,22,Intermediate,176198,24336,43200,67200,21600,81244.66406
29337940,293379,22,Intermediate,0,3450,0,0,0,1150
29337985,293379,22,Intermediate,2411797,2983225,4997193,5066772,1212994,3464071.75
29339200,293392,22,Intermediate,0,0,10876,80000,0,3625.333252
29341010,293410,22,Intermediate,1534160,1992974,1441238,3769411,1649141,1656124
29341020,293410,22,Intermediate,1444051,3078378,1066018,4380882,1443822,1862815.625
29341090,293410,22,Intermediate,2474692,872680,1883568,49224744,3560006,1743646.625
29342010,293420,22,Intermediate,5774378,3461192,5108850,6778176,2200684,4781473.5
29342015,293420,22,Intermediate,5535765,5692033,5412192,5956221,1707827,5546663.5
29342020,293420,22,Intermediate,114069,181215,238856,227703,28090,178046.6719
29342025,293420,22,Intermediate,7274200,6771300,4465640,13834587,3089036,6170380
29342030,293420,22,Intermediate,10520,0,39840,0,0,16786.66602
29342035,293420,22,Intermediate,2494,0,0,29500,0,831.333313
29342040,293420,22,Intermediate,497180,739297,871382,1383049,1074595,702619.6875
29398000,293980,22,Intermediate,0,0,334913,1600204,180810,111637.6641
29400060,294000,22,Intermediate,16820552,14280258,25242650,30508588,9705163,18781154
29420003,294200,22,Intermediate,84561,0,0,8625,0,28187
29420005,294200,22,Intermediate,85381,30643,44093,116375,17369,53372.33203
29420010,294200,22,Intermediate,1438661,3293352,3832939,4584175,745951,2854984
29420035,294200,22,Intermediate,2204003,207280,805827,919252,228551,1072370
29420050,294200,22,Intermediate,9135647,9019961,15396304,18954436,3017026,11183971
31010000,310100,21,Intermediate,1056378,2469008,1290737,4692099,1268654,1605374.375
31021000,310210,22,Intermediate,329167200,128010256,89509120,15259399,1765356,182228864
31022100,310221,22,Intermediate,62037056,26364460,23736,35351,0,29475084
31022900,310229,22,Intermediate,17388,560846,1109454,933481,199434,562562.6875
31023000,310230,22,Intermediate,4599917,4429153,3741223,4232778,1111657,4256764.5
31024000,310240,22,Intermediate,63592,295970,30038,7270,0,129866.6641
31025000,310250,21,Intermediate,1148122,1250273,1042052,485506,0,1146815.625
31026000,310260,22,Intermediate,279374,384723,999116,760422,300640,554404.3125
31028000,310280,22,Intermediate,82155328,43765080,10174961,0,0,45365124
31029001,310290,22,Intermediate,1322892,2520508,1486068,519688,16843,1776489.375
31031100,310311,22,Intermediate,0,0,0,39929,12206,0
31031900,310319,22,Intermediate,0,0,0,18806,85514,0
31039001,310390,22,Intermediate,215345,238344,277017,418711,56853,243568.6719
31042000,310420,22,Intermediate,78480,207220,255544,201993,14526,180414.6719
31043000,310430,22,Intermediate,1380948,46601,248908,477621,151320,558819
31049001,310490,0,Multiple,125159,328807,365282,625839,54024,273082.6563
31051000,310510,22,Intermediate,4440301,3491267,4657084,4519136,889424,4196217.5
31052000,310520,22,Intermediate,81789,654617,1043395,1904062,454048,593267
31053000,310530,22,Intermediate,90184776,2909955,39429368,6356045,350275,44174700
31054000,310540,22,Intermediate,42556200,6881278,8565943,10547308,1162525,19334474
31055100,310551,22,Intermediate,844680,3872308,2097815,955945,12000,2271601
31055900,310559,22,Intermediate,16749,0,0,0,5280,5583
31056000,310560,22,Intermediate,1032139,385308,190584,294707,24659,536010.3125
31059000,310590,22,Intermediate,1830464,4825408,5407662,7700526,719375,4021178
32011000,320110,22,Intermediate,0,106903,0,682475,0,35634.33203
32012000,320120,22,Intermediate,0,0,0,70153,0,0
32019010,320190,22,Intermediate,652343,188729,685990,534163,0,509020.6563
32019025,320190,22,Intermediate,88600,33204,142160,155500,0,87988
32019050,320190,22,Intermediate,80095,0,35400,0,0,38498.33203
32021010,320210,22,Intermediate,56940,68096,29688,75298,5978,51574.66797
32021050,320210,22,Intermediate,47989,51787,114712,12182,0,71496
32029010,320290,22,Intermediate,54422,90648,43338,2800,0,62802.66797
32029050,320290,22,Intermediate,30857,0,46116,16405,0,25657.66602
32030010,320300,22,Intermediate,1156029,862189,928004,1280417,125273,982074
32030030,320300,22,Intermediate,0,0,0,11550,14400,0
32030080,320300,22,Intermediate,12752037,12505165,19355876,23909064,4790475,14871026
32041110,320411,22,Intermediate,4979162,4623096,3893376,7561884,601816,4498544.5
32041118,320411,22,Intermediate,0,21400,0,0,0,7133.333496
32041135,320411,22,Intermediate,10963983,5525510,4449517,4571670,1572438,6979670
32041150,320411,22,Intermediate,8255695,6225466,6487357,10384081,3303680,6989506
32041205,320412,22,Intermediate,15949,124907,2963,0,0,47939.66797
32041213,320412,22,Intermediate,26218,0,0,0,0,8739.333008
32041217,320412,22,Intermediate,606354,367425,559529,910871,404542,511102.6563
32041220,320412,22,Intermediate,3387718,2680435,2165427,2026683,420257,2744526.75
32041230,320412,22,Intermediate,0,0,0,0,0,0
32041245,320412,22,Intermediate,2964926,2834608,2684744,2127490,376770,2828092.75
32041250,320412,22,Intermediate,4480335,4916742,4386535,4531551,416858,4594537.5
32041310,320413,22,Intermediate,1008994,1127889,1106835,782933,114021,1081239.375
32041320,320413,22,Intermediate,236704,50761,55176,69545,0,114213.6641
32041325,320413,22,Intermediate,153420,93760,132367,437895,115610,126515.6641
32041345,320413,22,Intermediate,511242,263049,354104,422334,0,376131.6563
32041360,320413,22,Intermediate,2006316,2020231,1683172,4423599,175684,1903239.625
32041380,320413,22,Intermediate,3381506,2109469,1676101,1974833,1057830,2389025.25
32041410,320414,22,Intermediate,97006,169330,86242,174079,32168,117526
32041420,320414,22,Intermediate,351374,237201,108786,23828,187060,232453.6719
32041425,320414,22,Intermediate,2575,7275,0,0,0,3283.333252
32041430,320414,22,Intermediate,1040997,465291,897106,500576,121151,801131.3125
32041450,320414,22,Intermediate,901073,576613,713292,1025369,171264,730326
32041520,320415,22,Intermediate,491857,59200,1262463,353139,156874,604506.6875
32041525,320415,22,Intermediate,0,0,3315,0,0,1105
32041530,320415,22,Intermediate,1704400,986967,1315511,1105257,121963,1335626
32041535,320415,22,Intermediate,0,0,0,0,0,0
32041540,320415,22,Intermediate,293219,205326,532076,498121,148270,343540.3438
32041610,320416,22,Intermediate,124417,388421,297015,132903,0,269951
32041620,320416,22,Intermediate,2689790,1814295,658938,1031558,66045,1721007.625
32041630,320416,22,Intermediate,1493630,1104560,854133,108444,17305,1150774.375
32041650,320416,22,Intermediate,2500009,1166358,930208,517569,295512,1532191.625
32041704,320417,22,Intermediate,20283912,19165840,17375876,21485974,4999740,18941876
32041708,320417,22,Intermediate,1645724,1512392,1091390,896779,26004,1416502
32041720,320417,22,Intermediate,1404030,1681721,1626549,656000,27920,1570766.625
32041740,320417,22,Intermediate,13291196,14674157,15857208,20907488,3463488,14607520
32041760,320417,22,Intermediate,11803929,10991669,10182256,9438734,1373063,10992618
32041790,320417,22,Intermediate,92680416,79924784,79895248,81937816,13113970,84166816
32041906,320419,22,Intermediate,548393,232270,232822,287100,0,337828.3438
32041911,320419,22,Intermediate,4550828,5081986,5168370,4724876,1937807,4933728
32041920,320419,22,Intermediate,3855816,5178034,4199634,6222289,2384826,4411161.5
32041925,320419,22,Intermediate,8160434,5454246,7740033,8382579,4555745,7118237.5
32041930,320419,22,Intermediate,916072,681325,168374,261723,0,588590.3125
32041935,320419,22,Intermediate,3496079,3448637,5177474,4253367,303147,4040730
32041950,320419,22,Intermediate,1517915,1095215,1604145,6735794,1907721,1405758.375
32042010,320420,22,Intermediate,2437582,877408,761390,1386256,223782,1358793.375
32042080,320420,22,Intermediate,6548920,5690036,6188652,16422425,4175037,6142536
32049000,320490,22,Intermediate,1741741,2482784,1656576,1849985,313766,1960367
32050005,320500,22,Intermediate,22981,234222,20560,163386,0,92587.66406
32050015,320500,22,Intermediate,0,0,8000,0,0,2666.666748
32050040,320500,22,Intermediate,0,0,0,0,0,0
32050050,320500,22,Intermediate,32204,9410,70428,3250,54750,37347.33203
32061100,320611,22,Intermediate,66512348,72473728,84112040,119054544,10377353,74366040
32061900,320619,22,Intermediate,3617504,5423583,6831038,15537069,2447593,5290708.5
32062000,320620,22,Intermediate,889373,681675,584439,456154,58056,718495.6875
32064100,320641,22,Intermediate,440820,314076,540088,539301,71585,431661.3438
32064200,320642,22,Intermediate,855997,804476,935267,365249,48096,865246.6875
32064910,320649,22,Intermediate,2439912,1665847,1804594,1630323,183632,1970117.625
32064920,320649,22,Intermediate,1053431,1072156,1122183,1942182,326392,1082590
32064930,320649,22,Intermediate,154471,393981,158053,443373,84738,235501.6719
32064940,320649,22,Intermediate,6061243,2976033,3456308,4602974,1677493,4164528
32064955,320649,22,Intermediate,460801,452451,473388,422544,139361,462213.3438
32064960,320649,22,Intermediate,25115478,22072626,24426524,30865794,3963139,23871542
32065000,320650,22,Intermediate,18805352,9117942,9087276,13102429,2543329,12336857
32071000,320710,22,Intermediate,7061121,6048355,8045661,4382506,1139356,7051712.5
32072000,320720,22,Intermediate,346641,436315,232944,353982,83457,338633.3438
32073000,320730,22,Intermediate,148378,425040,28886,5680380,0,200768
32074010,320740,22,Intermediate,194047,305622,375574,642493,82304,291747.6563
32074050,320740,22,Intermediate,221628,141563,140116,84475,10452,167769
32081000,320810,22,Intermediate,279300,934941,83408,295367,50643,432549.6563
32082000,320820,22,Intermediate,15624581,14714757,16627165,13777275,6373161,15655501
32089000,320890,22,Intermediate,2348126,1546555,1397273,1635171,215995,1763984.625
32091000,320910,22,Intermediate,893202,923029,1285396,1335277,576165,1033875.688
32099000,320990,22,Intermediate,492138,250051,301105,415085,121076,347764.6563
32100000,321000,22,Intermediate,441300,385699,490621,726917,73708,439206.6563
32110000,321100,22,Intermediate,13632,68152,0,19407,68400,27261.33398
32121000,321210,22,Intermediate,6523398,4702553,5627908,11668301,4120370,5617953
32129000,321290,22,Intermediate,35041576,28911996,27512824,36052048,11417582,30488798
32131000,321310,63,Consumption,36111360,35615612,49383736,55412108,11894595,40370236
32139000,321390,63,Consumption,22563590,23288956,38965344,38772144,14834338,28272630
32141000,321410,22,Intermediate,2784610,3144306,2602641,3471196,774075,2843852.25
32149010,321490,22,Intermediate,344969,487463,375508,998208,314033,402646.6563
32149050,321490,22,Intermediate,655342,215758,297573,333871,21221,389557.6563
32151110,321511,22,Intermediate,0,34977,24912,140573,54396,19963
32151130,321511,22,Intermediate,0,144256,240013,168206,77176,128089.6641
32151190,321511,22,Intermediate,0,442355,590124,545853,166441,344159.6563
32151910,321519,22,Intermediate,0,0,79656,228986,33414,26552
32151930,321519,22,Intermediate,0,178822,316163,248554,37679,164995
32151990,321519,22,Intermediate,0,2345703,4749961,4152930,845291,2365221.25
32159010,321590,22,Intermediate,1093196,956529,946522,777600,56703,998749
32159050,321590,22,Intermediate,3411524,2718887,3570275,3136454,582862,3233562
33011300,330113,22,Intermediate,7079577,3558777,1129959,128388,20216,3922771
33029010,330290,22,Intermediate,55296688,51673696,63513448,83469280,6501370,56827944
33029020,330290,22,Intermediate,1199816,2075789,1978348,2497975,815066,1751317.625
33030010,330300,63,Consumption,126951,219663,246855,405723,20295,197823
33030020,330300,63,Consumption,4748873,6493731,5704278,8641307,2711894,5648960.5
33030030,330300,63,Consumption,45981800,44303204,51069608,56770200,5995321,47118204
33041000,330410,63,Consumption,187513008,262557888,260208864,204660816,39350064,236759920
33042000,330420,63,Consumption,193321616,236954512,291968768,291703200,74294104,240748304
33043000,330430,63,Consumption,68242504,66470248,69654736,77907656,13866451,68122496
33049100,330491,63,Consumption,104401104,157852736,166932400,138240512,23940782,143062080
33049910,330499,63,Consumption,1476639,1270343,1164764,1151588,44504,1303915.375
33049950,330499,63,Consumption,174682608,223571680,266577472,271106816,56763716,221610592
