HTS,HTS Six-Digit,BEC Code,BEC Description,2015 Imports for Consumption,2016 Imports for Consumption,2017 Imports for Consumption,2018 Imports for Consumption,January through April 2019 Imports for Consumption,"Average Imports for 2015, 2016, and 2017"
3072200,30722,0,Multiple,0,0,42239944,44597168,5036883,14079981
3072901,30729,0,Multiple,0,0,26612664,15765542,855558,8870888
3073100,30731,112,Consumption,6820,26145,0,6500,0,10988.33301
3073200,30732,0,Multiple,0,0,48009,526742,313890,16003
3073901,30739,0,Multiple,0,0,126584,240656,85829,42194.66797
3074200,30742,112,Consumption,0,0,275712,55856,3029,91904
3074300,30743,0,Multiple,0,0,130454784,136598144,24163008,43484928
3074901,30749,0,Multiple,0,0,84976696,75567424,11027179,28325566
3075100,30751,112,Consumption,109480,23440,0,0,0,44306.66797
3075200,30752,0,Multiple,0,0,7834590,12760296,1904090,2611530
3075901,30759,0,Multiple,0,0,2188471,2520376,362769,729490.3125
3076000,30760,122,Consumption,44248,39497,57875,57967,15575,47206.66797
3077100,30771,112,Consumption,21670,0,0,0,0,7223.333496
3077200,30772,0,Multiple,0,0,367716,1924349,405785,122572
3077901,30779,0,Multiple,0,0,607426,420944,76221,202475.3281
3078100,30781,112,Consumption,0,9700,0,0,0,3233.333252
3078200,30782,112,Consumption,0,0,0,0,0,0
3078300,30783,0,Multiple,0,0,160875,340337,35669,53625
3078400,30784,0,Multiple,0,0,51800,0,0,17266.66602
3078700,30787,0,Multiple,0,0,976781,483899,78650,325593.6563
3078800,30788,0,Multiple,0,0,2850,0,0,950
3079102,30791,112,Consumption,0,0,0,0,0,0
3079200,30792,0,Multiple,0,0,169612,235654,38526,56537.33203
3079902,30799,0,Multiple,0,0,1610037,1061111,31172,536679
3081100,30811,112,Consumption,0,0,0,0,0,0
3081200,30812,0,Multiple,0,0,28740,36900,0,9580
3081901,30819,0,Multiple,0,0,2584032,11520,0,861344
3082100,30821,112,Consumption,50004,111732,189257,107141,9164,116997.6641
3082200,30822,0,Multiple,0,0,17280,0,0,5760
3082901,30829,0,Multiple,0,0,0,0,0,0
3083000,30830,0,Multiple,1185442,1948900,910091,701116,93881,1348144.375
3089000,30890,0,Multiple,231753,70235,184827,47349,0,162271.6719
4041005,40410,121,Intermediate,0,7000,0,0,0,2333.333252
4041008,40410,121,Intermediate,0,0,0,0,0,0
4041011,40410,121,Intermediate,0,0,0,0,0,0
4041015,40410,121,Intermediate,0,0,0,0,0,0
4041020,40410,121,Intermediate,0,0,0,0,0,0
4041048,40410,121,Intermediate,0,0,0,0,0,0
4041050,40410,121,Intermediate,0,0,0,0,0,0
4041090,40410,121,Intermediate,0,0,0,0,0,0
4051005,40510,122,Consumption,0,0,0,0,0,0
4051010,40510,122,Consumption,0,0,92943,0,0,30981
4051020,40510,122,Consumption,0,0,0,0,0,0
4071900,40719,112,Consumption,0,0,0,0,0,0
4072100,40721,112,Consumption,0,0,0,0,0,0
4072900,40729,112,Consumption,82025,114507,257151,0,0,151227.6719
4079000,40790,112,Consumption,5194568,5698328,5314934,5469796,1758040,5402610
4081100,40811,121,Intermediate,0,28650,2808,0,0,10486
4081900,40819,121,Intermediate,1080444,1653874,1936056,1786068,206376,1556791.375
4089900,40899,121,Intermediate,8550,43351,451765,98867,166688,167888.6719
4090000,40900,112,Consumption,237610,328444,148551,10613693,11466025,238201.6719
4100000,41000,122,Consumption,6414849,3988832,4158213,4288388,797918,4853964.5
5059020,50590,21,Intermediate,0,3540,23400,0,0,8980
5059060,50590,21,Intermediate,343422,296579,203032,306731,46725,281011
5061000,50610,21,Intermediate,0,164270,146670,146670,0,103646.6641
5069000,50690,21,Intermediate,145279,126411,178580,222000,46900,150090
5079000,50790,21,Intermediate,96623,245504,84610,86295,0,142245.6719
5080000,50800,21,Intermediate,3596284,2751737,2206373,3053112,747561,2851464.75
5100040,51000,21,Intermediate,0,40011,69076,2772,8192,36362.33203
5111000,51110,21,Intermediate,0,172948,0,0,0,57649.33203
5119100,51191,21,Intermediate,7330795,6690555,5098247,4445742,934588,6373199
5119920,51199,21,Intermediate,83569744,65897000,66224016,66669476,17031660,71896920
5119930,51199,21,Intermediate,48246052,54037784,87396320,131748240,24653880,63226720
5119933,51199,21,Intermediate,3585586,3124634,2577237,2490270,341892,3095819
5119936,51199,21,Intermediate,7920,22550,106894,6514,2591,45788
5119940,51199,21,Intermediate,737151,1288245,1443950,1789443,740311,1156448.625
7031020,70310,112,Consumption,127023,96579,19518,34128,24895,81040
7031030,70310,112,Consumption,0,0,0,0,0,0
7031040,70310,112,Consumption,1843123,2210862,2885609,2506976,518683,2313198
7032000,70320,112,Consumption,126498632,144906480,124774216,103846000,31631504,132059776
7039000,70390,112,Consumption,0,0,0,0,0,0
7041020,70410,112,Consumption,41540,93669,59957,0,0,65055.33203
7041040,70410,112,Consumption,15120,17472,0,0,0,10864
7041060,70410,112,Consumption,45360,275856,46069,5060,0,122428.3359
7049020,70490,112,Consumption,0,0,0,0,0,0
7049040,70490,112,Consumption,0,4954,0,0,0,1651.333374
7061005,70610,112,Consumption,0,0,0,0,0,0
7061010,70610,112,Consumption,0,0,0,0,0,0
7061020,70610,112,Consumption,8802,0,0,0,0,2934
7061040,70610,112,Consumption,0,0,0,3100,0,0
7069020,70690,112,Consumption,45570,47430,66340,67524,19935,53113.33203
7069030,70690,112,Consumption,0,0,0,3101,0,0
7069040,70690,112,Consumption,503674,673828,503607,525093,215376,560369.6875
7070050,70700,112,Consumption,0,0,0,0,0,0
7081020,70810,112,Consumption,6870,0,0,0,0,2290
7081040,70810,112,Consumption,28590,14175,0,0,0,14255
7082020,70820,112,Consumption,13950,0,0,0,0,4650
7082090,70820,112,Consumption,91067,10285,97775,32370,0,66375.66406
7089015,70890,112,Consumption,0,0,0,0,0,0
7089040,70890,112,Consumption,32120,80988,97601,62344,0,70236.33594
7094020,70940,112,Consumption,29807,3042,3829,0,0,12226
7094040,70940,112,Consumption,0,0,0,0,0,0
7094060,70940,112,Consumption,0,0,0,23400,0,0
7095101,70951,112,Consumption,3841364,3505171,3935659,3276511,1056547,3760731.25
7095910,70959,112,Consumption,336725,63547,98685,53368,25635,166319
7095990,70959,112,Consumption,5674804,5643175,5103705,5620735,2028107,5473894.5
7096020,70960,112,Consumption,190819,70740,22113,61616,0,94557.33594
7096040,70960,112,Consumption,258625,249339,0,13950,0,169321.3281
7099320,70993,112,Consumption,0,0,0,0,0,0
7099905,70999,112,Consumption,0,0,0,0,0,0
7099910,70999,112,Consumption,0,0,0,0,0,0
7099914,70999,112,Consumption,0,0,0,11630,15241,0
7099930,70999,112,Consumption,0,0,0,0,0,0
7099945,70999,112,Consumption,0,0,0,3000,0,0
7099990,70999,112,Consumption,1201660,1068194,1752117,1626828,521545,1340657
7101000,71010,112,Consumption,96464,92230,138586,35954,8362,109093.3359
7102120,71021,112,Consumption,831913,900312,1819946,1538211,0,1184057
7102140,71021,112,Consumption,1936272,1399605,2422933,3342486,388963,1919603.375
7102210,71022,112,Consumption,0,0,0,27750,12323,0
7102215,71022,112,Consumption,29200,29200,27750,0,0,28716.66602
7102220,71022,112,Consumption,26316,20655,23940,0,0,23637
7102225,71022,112,Consumption,448927,616692,588622,620929,156829,551413.6875
7102237,71022,112,Consumption,2850812,3959298,4850975,4237527,1139614,3887028.25
7102240,71022,112,Consumption,59532,48511,76537,432248,0,61526.66797
7102905,71029,112,Consumption,0,2816,0,0,6966,938.666687
7102925,71029,112,Consumption,0,0,6120,5304,0,2040
7102930,71029,112,Consumption,0,6384,12546,0,0,6310
7102940,71029,112,Consumption,6146366,6941114,6816895,8015529,2441336,6634791.5
7103000,71030,112,Consumption,16515634,16172374,14008563,15038361,4750465,15565524
7104000,71040,112,Consumption,1276887,1695662,1499208,1823293,440721,1490585.625
7108015,71080,112,Consumption,2071301,1743317,2519822,1884017,544868,2111480
7108020,71080,112,Consumption,1694425,2145941,2512565,3737609,1034305,2117643.75
7108040,71080,112,Consumption,5004,0,8366,11206,0,4456.666504
7108045,71080,112,Consumption,0,0,0,0,0,0
7108050,71080,112,Consumption,0,0,2476,0,0,825.333313
7108065,71080,112,Consumption,0,0,9642,0,0,3214
7108070,71080,112,Consumption,5324443,3693323,4186174,4649664,979108,4401313.5
7108093,71080,112,Consumption,379198,225125,30587,28495,7175,211636.6719
7108097,71080,112,Consumption,18286228,20566352,27737840,26834056,7480815,22196806
7109011,71090,112,Consumption,0,6864,4802,22009,0,3888.666748
7109091,71090,112,Consumption,9955794,9529636,9096957,11144753,3229181,9527462
7114000,71140,122,Consumption,0,25830,0,0,0,8610
7115100,71151,122,Consumption,0,5250,0,0,0,1750
7115910,71159,122,Consumption,8115,8226,11055,42268,0,9132
7119020,71190,122,Consumption,57530,42790,35939,15493,14600,45419.66797
7119050,71190,122,Consumption,63546,0,0,0,0,21182
7119065,71190,122,Consumption,730457,158437,549632,765248,170989,479508.6563
7122020,71220,122,Consumption,1453983,1272168,1233291,1832492,352410,1319814
7122040,71220,122,Consumption,4199148,5180555,5485603,6055187,1425298,4955102
7123110,71231,122,Consumption,10174300,7495598,6642312,6914315,1756243,8104070
7123120,71231,122,Consumption,828337,474869,606770,586328,70276,636658.6875
7123200,71232,122,Consumption,1031396,1106854,1247987,1645979,353256,1128745.625
7123300,71233,122,Consumption,189376,286195,228618,311468,71213,234729.6719
7123910,71239,122,Consumption,13740439,10982407,10789781,13639642,2274629,11837542
7123920,71239,122,Consumption,1562571,2156384,2599839,3554285,891441,2106264.75
7123940,71239,122,Consumption,406792,412579,252003,231334,60580,357124.6563
7129010,71290,122,Consumption,12259575,12321547,13215884,14208529,4021940,12599002
7129015,71290,122,Consumption,0,0,0,0,0,0
7129020,71290,122,Consumption,5400,0,0,6235,8583,1800
7129030,71290,122,Consumption,180001,123626,216349,227505,43515,173325.3281
7129040,71290,122,Consumption,66851104,96376816,86822960,50378868,7167877,83350296
7129060,71290,122,Consumption,32318,0,0,13580,0,10772.66699
7129065,71290,122,Consumption,0,38125,12270,52617,3750,16798.33398
7129070,71290,122,Consumption,38663,48800,153979,167919,34301,80480.66406
7129074,71290,122,Consumption,1388743,1297794,659279,1027358,157424,1115272
7129078,71290,122,Consumption,4451701,3338113,2753656,2650379,802571,3514490
7129085,71290,122,Consumption,30856998,34951484,38082124,44148248,11950790,34630200
7131010,71310,112,Consumption,5452,15686,67549,60066,0,29562.33398
7131020,71310,112,Consumption,0,0,23520,0,0,7840
7131040,71310,112,Consumption,1520937,1274834,1601299,1608665,560107,1465690
7132010,71320,112,Consumption,0,0,0,0,0,0
7132020,71320,112,Consumption,6150,4321,138240,424641,0,49570.33203
7133110,71331,112,Consumption,12303553,8029505,6235955,4576094,993589,8856338
7133120,71331,112,Consumption,2064426,3032298,3794975,4459096,29165,2963899.75
7133140,71331,112,Consumption,4629858,7325377,9000374,10914307,3924297,6985203
7133210,71332,112,Consumption,115967,168285,115701,103990,10710,133317.6719
7133220,71332,112,Consumption,2912552,3538102,2617187,2408210,567963,3022613.75
7133310,71333,112,Consumption,73138,20720,43443,60933,6367,45767
7133320,71333,112,Consumption,4882415,3490429,3099034,2333818,0,3823959.25
7133340,71333,112,Consumption,5709184,5322474,4117266,4554466,974551,5049641.5
7133420,71334,112,Consumption,19654,18989,3151,10493,0,13931.33301
7133440,71334,112,Consumption,15486,33834,36138,6333,12008,28486
7133500,71335,112,Consumption,173538,97885,133050,45369,109311,134824.3281
7133911,71339,112,Consumption,85104,52950,3324,52036,0,47126
7133921,71339,112,Consumption,2943297,1862995,1556556,890003,18832,2120949.25
7133941,71339,112,Consumption,3448148,3099358,2731309,2463375,622359,3092938.25
7134010,71340,112,Consumption,0,0,0,0,0,0
7134020,71340,112,Consumption,43358,14942,30377,49952,19315,29559
7135010,71350,112,Consumption,0,0,0,12858,0,0
7135020,71350,112,Consumption,458962,375635,242263,311553,73411,358953.3438
7136060,71360,112,Consumption,0,0,0,0,0,0
7136080,71360,112,Consumption,24904,0,0,0,0,8301.333008
7139011,71390,112,Consumption,0,0,2115,0,0,705
7139050,71390,112,Consumption,0,0,0,0,0,0
7139061,71390,112,Consumption,0,0,2175,0,0,725
7139081,71390,112,Consumption,13061,0,0,0,3172,4353.666504
7141020,71410,112,Consumption,0,5760,2401,0,0,2720.333252
7142010,71420,112,Consumption,2475,0,0,5929,8332,825
7142020,71420,112,Consumption,3729924,1428845,1232001,1518150,260422,2130256.75
7143010,71430,112,Consumption,1580829,2306325,2347103,2215156,616948,2078085.625
7143020,71430,112,Consumption,240204,274735,171808,6341,2187,228915.6719
7143060,71430,112,Consumption,6327,33340,29896,40306,7683,23187.66602
7144010,71440,112,Consumption,263932,148807,2174421,2402194,391614,862386.6875
7144020,71440,112,Consumption,179689,156703,115092,67090,21273,150494.6719
7144050,71440,112,Consumption,0,0,0,0,0,0
7144060,71440,112,Consumption,18027,30556,10362,7760,6270,19648.33398
7145010,71450,112,Consumption,0,0,0,0,0,0
7145020,71450,112,Consumption,23423,0,0,9480,0,7807.666504
7145050,71450,112,Consumption,0,0,0,0,0,0
7145060,71450,112,Consumption,0,0,0,0,0,0
7149005,71490,112,Consumption,4659,32900,4063,7000,21225,13874
7149039,71490,112,Consumption,299570,423132,370651,484628,131356,364451
