reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",2.5625,2.17304140097715,0.46875
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",2.85651041666667,2.5440132197165,0.15625
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",2.5625,,0.46875
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",2.66770833333333,2.15244410334367,0.3828125
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",3.44513888888889,3.28528647879706,0.03125
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",3.86006944444444,3.66961508704251,0.03125
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.0390625,0.00405614336535167,0.984375
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.046875,0.00738244987646808,0.96875
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.0390625,0.00423383547952859,0.984375
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.0390625,0.00922682035714548,0.984375
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.0421875,0.00665524079378272,0.96875
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.0390625,0.00485815227198466,0.984375
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V03,"Medical equipment",0.0390625,0.00437060538575013,0.984375
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",7.56744791666667,5.00133852125205,0.0980902777777778
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",7.12380952380952,4.36366724949431,0.148032919254658
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",7.20155279503105,,0.144409937888199
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",7.46961805555556,4.78548366705836,0.0980902777777778
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",8.69214699074074,5.67850564378059,0.0980902777777778
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",7.36880787037037,4.59819665687666,0.103009027777778
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",7.20155279503105,4.61083583932918,0.144409937888199
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.79214451058201,1.5696308079517,0.40528125
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.79214451058201,1.56367917371876,0.40528125
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.63493245124137,1.53868371682777,0.450176397515528
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.85377207827575,1.68128672531192,0.356779861111111
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.63659272404614,1.53867409894145,0.450036024844721
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.63659272404614,1.53232232830956,0.450036024844721
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T01,"Electrical machinery",1.82092385912698,1.63572621519663,0.35655
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,39.9971947627925,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,40,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,40,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,40,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,40,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,40,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,22,,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,2.60166666666667,1.86711096520907,0.38334
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,5.81375,2.01645666983647,0.38334
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,2.92941666666667,1.08195843804254,0.38334
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,3.00891666666667,2.31839605415081,0.38334
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,3.22375,1.46894074679763,0.38334
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,3.91925,2.80711529471607,0.38334
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",I01,Cotton,3.45816666666667,2.48375994197954,0.38334
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,6.78739479939135,0.450491176470588
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,5.44959225776224,0.450491176470588
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,6.98769021344106,0.450491176470588
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,6.13508378087537,0.450491176470588
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,6.39823552482182,0.450491176470588
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,6.19384044883029,0.450491176470588
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",5.49509803921569,,0.450491176470588
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.766176470588236,0.163491973196999,0.514705882352941
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.716176470588235,0.16118888086648,0.514705882352941
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.6725,0.138139995255917,0.514705882352941
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.672205882352941,0.123875192314449,0.514705882352941
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.709117647058824,0.142876773379358,0.514705882352941
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.735294117647059,0.1482944136951,0.514705882352941
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",A01,"Live animals, excluding fish",0.756911764705882,0.198492316831694,0.514705882352941
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",5.38256227758007,3.85757222152347,0.0142348754448399
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",5.38256227758007,4.56127171140944,0.0142348754448399
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",5.38256227758007,3.81270058424308,0.0142348754448399
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",5.38256227758007,3.80861250508664,0.0142348754448399
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",6.62508896797153,5.49627044981309,0.0142348754448399
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",5.38256227758007,3.75986745611715,0.0142348754448399
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",5.38256227758007,,0.0142348754448399
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,0.958529460862389,0.847567971530249
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,1.13806380808435,0.847567971530249
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,1.02508442160543,0.847567971530249
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,0.953309187611938,0.847567971530249
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,1.09060244126697,0.847567971530249
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,1.00389935482668,0.847567971530249
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L06,"Iron and steel",0.702947805456702,0.934481700951206,0.847567971530249
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",7.0922619047619,7.27820512463054,0.0446428571428571
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",7.07575757575758,7.30188501367686,0.0454545454545455
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",7.0922619047619,7.26372476151558,0.0446428571428571
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",7.0922619047619,,0.0446428571428571
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",7.07575757575758,7.33211476796128,0.0454545454545455
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",18.6238095238095,13.5961602858109,0.0454545454545455
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",7.07575757575758,7.31414856565198,0.0454545454545455
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.31068452380952,1.27273062195914,0.5860125
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.33451515151515,1.29038458023572,0.578485454545455
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.33451515151515,1.28320713942499,0.578485454545455
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.31068452380952,1.32549761429613,0.5860125
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.33451515151515,1.26033365496641,0.578485454545455
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.33451515151515,1.32013970156624,0.578485454545455
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T06,"Domestic appliances",1.31068452380952,1.26078862590959,0.5860125
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",17.6428571428571,16.9792945125574,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",13.1428571428571,10.3240179848606,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",13.1428571428571,11.2523116522349,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",13.1428571428571,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",13.1428571428571,12.6214423255724,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",13.1428571428571,12.4918860840251,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",13.1428571428571,11.7152843541972,0
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.19773809523809,0.413843423125198,0.690478571428571
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.06138095238095,0.307625808025987,0.690478571428571
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.27026190476191,0.409708077390126,0.690478571428571
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.10135714285714,0.454108881394021,0.690478571428571
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.18461904761905,0.358261603465216,0.690478571428571
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.19721428571429,0.444856330582347,0.690478571428571
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D01,"Coffee, tea, mate",2.22130952380952,0.384432914556877,0.690478571428571
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.1869047619048,,0.0142857142857143
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.1869047619048,16.8310638255195,0.0142857142857143
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.1869047619048,16.7624950891281,0.0142857142857143
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.0036764705882,16.7484829528234,0.0147058823529412
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.0036764705882,15.397225443486,0.0147058823529412
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.0036764705882,15.5690341987818,0.0147058823529412
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,18.0036764705882,16.0507334598809,0.0147058823529412
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,2.13430241187384,2.07572981195039,0.29199
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,2.19471606824548,1.80114757860079,0.300577941176471
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,2.15906019225872,2.13172827054543,0.300577941176471
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,1.97163296227582,1.96366342098674,0.29199
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,2.3743361662847,1.94775867340526,0.300577941176471
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,2.1175673223835,2.02631522322463,0.300577941176471
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C01,Fruits,2.12465166975881,2.03434895078037,0.29199
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",2.0781038961039,2.14037334050071,0.432812
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",1.57008928571429,2.54519461307046,0.77589375
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",1.75964285714286,3.19581387725286,0.727678125
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",3.04657142857143,2.41820822741771,0.432812
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",1.163,1.55154020388577,0.796668
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",1.16672727272727,1.44657331282219,0.790908
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",1.57008928571429,,0.77589375
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0.140625,0.0130632706003861,0.96875
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0.140625,0.0170968306678174,0.96875
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0.410818181818182,0.0606136793374997,0.826372
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0,0,1
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0.140625,0.0231891729994642,0.96875
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0,0,1
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T04,"Telecommunication equipment",0.207181818181818,0.0393589970252616,0.82304
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",Z99,"Unspecified products",,,
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",8.10598229241445,7.26069604325065,0.0118483412322275
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",7.09660205790859,4.82110973883221,0.018957345971564
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",7.15426537449151,5.23898678958114,0.0118483412322275
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",7.10978400642958,4.73870036513238,0.0253164556962025
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",7.05690356544628,4.79242237604335,0.0201421800947867
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",6.96040211640212,4.5369252041667,0.0221518987341772
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",7.10978400642958,,0.0253164556962025
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.89553203536853,1.63830640784098,0.371219431279621
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.87765362977389,1.70977061974214,0.355476793248945
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.93791118228796,1.70176171040121,0.357791469194313
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.8292873200834,1.63324244633566,0.361497890295359
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.92714340977611,1.65524099973211,0.357791469194313
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.89496331498938,1.64587212937812,0.371219431279621
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N09,"Other chemical products",2.86492334854411,1.60683940542921,0.355476793248945
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",9.20454545454546,,0.0909090909090909
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",21.8952380952381,11.0811880564189,0.0952380952380952
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",9.46825396825397,5.9877451681038,0.0952380952380952
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",9.46825396825397,5.44193887760929,0.0952380952380952
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",9.46825396825397,6.17069870005494,0.0952380952380952
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",9.20454545454546,6.6005177273236,0.0909090909090909
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",9.20454545454546,5.38292607949481,0.0909090909090909
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.35871212121212,2.5857013483795,0.443181818181818
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.35871212121212,2.87470464584067,0.443181818181818
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.35871212121212,2.44153454374741,0.443181818181818
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.36626984126984,2.54564939552745,0.44047619047619
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.36626984126984,2.51546698826531,0.44047619047619
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.36626984126984,1.78530651727241,0.44047619047619
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",L04,"Jewellery and related products",3.36626984126984,1.95312186485943,0.44047619047619
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,,1
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",T02,"Electronic components",0,0,1
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,,0.0555555555555556
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,12.9041599948326,0.0555555555555556
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,13.0231793233908,0.0555555555555556
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,10.8049915753221,0.0555555555555556
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,11.0571895688747,0.0555555555555556
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,11.0093811236001,0.0555555555555556
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,22.6666666666667,11.2526909108603,0.0555555555555556
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,2.85330555555556,1.18472693428676,0.413577777777778
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,3.10583333333333,1.1963102958883,0.413577777777778
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,2.56940740740741,1.21873670174019,0.413577777777778
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,3.99144135802469,1.10861461038817,0.413577777777778
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,3.06916358024691,0.948437426539204,0.413577777777778
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,3.3231975308642,1.21766148706904,0.413577777777778
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H02,Alcohols,3.33431790123457,1.50697760866741,0.413577777777778
