reporter_name,reporter_code,year,classification,classification_version,duty_scheme_code,duty_scheme_name,product_code,mtn_categories,simple_average,trade_weighted,duty_free_share
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",F,"Oilseeds, fats and oils",7.04498825831702,2.60420225502711,0.293378082191781
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",F,"Oilseeds, fats and oils",8.69730882352941,2.82691026586154,0.330880882352941
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",12.1481481481481,13.2368210262896,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",12.1481481481481,12.7518794769259,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",12.1481481481481,12.25588687144,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",13.3148148148148,14.1957429852638,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",12.1481481481481,12.4055514850351,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",12.1481481481481,,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",12.1481481481481,13.2810448921472,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.76005864197531,2.48172178010838,0.712809259259259
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.76809132996633,2.50304296590607,0.712809259259259
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.62315852974186,2.14706102383571,0.712809259259259
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.88049579124579,2.47776198643343,0.712809259259259
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.65670173961841,2.46468780131773,0.712809259259259
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.77681214927048,2.2471921650058,0.712809259259259
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",D,"Coffee, tea, cocoa and spices",1.64271408529742,2.38479137523043,0.712809259259259
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",9.30337971552257,9.95359651826768,0.00714285714285714
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",8.93001869924947,,0.0443786982248521
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",11.9476026354598,14.6071629999245,0.00714285714285714
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",9.29766542980829,10.7545850857077,0.0214285714285714
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",9.29052257266543,10.7509536948032,0.025
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",8.92410153948616,11.1947544149003,0.0473372781065089
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",8.93001869924947,10.2264942704865,0.0443786982248521
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",3.24661632745952,3.94410937052543,0.523602366863905
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",2.77948685243328,3.90094667667158,0.548491428571429
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",3.38463407893881,4.24275626012969,0.520939644970414
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",3.38463407893881,4.09655237923107,0.520939644970414
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",2.77948685243328,4.01035238702477,0.548491428571429
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",2.77948685243328,3.66857996524006,0.548491428571429
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",U,"Transport equipment",2.77948685243328,3.84320187318082,0.548491428571429
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.12595404730903,,0.021050390625
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.07202067256415,4.78893714737575,0.02152236328125
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.53310157396292,5.75407281754324,0.00363070539419087
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.12583197699653,4.78831461122172,0.021050390625
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.11529403428038,5.05615048098927,0.017692531120332
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.08553037881819,4.93614655664901,0.0200265560165975
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,6.10324046285181,5.04790495085684,0.0192485477178423
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.7016475596834,1.38930583744568,0.422408091286307
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.67669667805512,1.29432529799627,0.42345234375
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.71293248361147,1.56753691863933,0.418604460580913
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.70982788471797,1.4613251168,0.418570124481328
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.67275861680851,1.27738952802961,0.42345234375
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.7017720410112,1.50099639385065,0.422408091286307
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N,Chemicals,2.66418521976759,1.46913973339463,0.42480908203125
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8204166666667,11.930061775267,0.09
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8204166666667,,0.09
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8177380952381,11.8169378672696,0.09
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8244047619048,10.7974301347735,0.09
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8177380952381,11.7025522459718,0.09
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8177380952381,12.4456725179142,0.09
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",12.8177380952381,12.3791955714453,0.09
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",2.03789285714286,0.630267492727694,0.4717875
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",1.87264285714286,0.677157153838177,0.4717875
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",1.92264285714286,0.673515809190259,0.4717875
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",2.30464285714286,0.688685916755224,0.4717875
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",1.87189285714286,0.725099887192437,0.4717875
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",2.25039285714286,0.695851483248277,0.4717875
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",J04,"Other products of animal origin",2.18639285714286,0.745618280589355,0.4717875
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",6.51933701657459,6.04022676332863,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",6.51098901098901,,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",6.51098901098901,5.98779720594503,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",6.51933701657459,5.93967217290941,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",7.97882136279926,6.79703082037493,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",6.51933701657459,5.96159365208732,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",6.51098901098901,5.86857125519029,0
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.2961178637201,7.1177038068224,0.072007182320442
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.277967032967,6.82120354619284,0.0716115384615385
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.2966445672192,6.70109202700881,0.072007182320442
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.2962817679558,6.91701383835396,0.072007182320442
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.2799597069597,6.64614662068882,0.0716115384615385
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.2836666666667,6.68401798400649,0.0716115384615385
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P02,"Man-made fibre, yarn and fabrics",10.298364640884,7.26939027910361,0.072007182320442
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",11.8620689655172,12.0105211233703,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",20.4827586206897,16.2013374697533,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",11.8620689655172,12.2872383321075,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",11.8916666666667,11.546997362183,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",11.8879310344828,11.969545782974,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",11.8916666666667,11.8909422688125,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",11.9583333333333,,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",6.54088649425287,11.3428885014387,0.296406896551724
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",6.44232950191571,11.5857399584722,0.296168965517241
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",5.86763711170848,8.53363007061071,0.286263333333333
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",5.75557962962963,6.13237810533262,0.286296666666667
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",6.3794382183908,11.8890898508084,0.296406896551724
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",5.97528831417625,11.1491599876642,0.296168965517241
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",E02,"Food preparations",6.16383876117497,7.80631107501322,0.286296666666667
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",2.19270833333333,,0.7291671875
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",3.7984126984127,2.86058426445264,0.245503174603175
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",2.76761904761905,1.91003378874173,0.372487301587302
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",2.75809523809524,1.93293543934977,0.380423809523809
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",4.46179894179894,3.17558738806457,0.245503174603175
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",2.19270833333333,1.07040811512401,0.7291671875
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",2.30416666666667,1.48691468392327,0.671875
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.649348958333333,0.341601022372054,0.7890625
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.698280423280423,0.368793332511107,0.785714285714286
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.805094482237339,0.534142304229835,0.678950793650794
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.709232804232804,0.37726694367688,0.785714285714286
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.735280927185689,0.457186118530507,0.678950793650794
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.655476190476191,0.349112793237666,0.7890625
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",V02,"Measuring instruments",0.684713541666667,0.364694415557306,0.7890625
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,10.9490049751244,5.29121990322703,0.0746268656716418
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,11.1244292237443,4.69322828313186,0.0684931506849315
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,10.9490049751244,6.05731569727724,0.0746268656716418
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,10.9490049751244,5.69641523061734,0.0746268656716418
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,11.1244292237443,,0.0684931506849315
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,10.9490049751244,6.42791172420734,0.0746268656716418
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,11.1244292237443,5.76755733045034,0.0684931506849315
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,6.08656837026986,5.17260385962684,0.0791626865671642
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,6.4438396291684,4.78273112111233,0.0863547945205479
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,6.7944797287948,5.47569219621229,0.0863547945205479
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,6.53300276740003,5.1355218498311,0.0845287671232877
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,5.90526398311473,5.11853515752548,0.0841373134328358
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,5.91139876375697,5.31684588748127,0.0791626865671642
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",C02,Vegetables,6.05620948288859,5.24382086128308,0.0791626865671642
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.04,10.6624315518022,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.04,,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.04,10.7244956628837,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.04,10.6930048405058,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.04,10.8770954481669,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.32,10.7085837844527,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",12.04,10.6518525239302,0
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",20.9283693498965,15.0585764780424,0.062284
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",22.9238307412008,17.2536483504752,0.062284
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",24.4907284886128,15.6295829574086,0.062284
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",18.5788339710145,14.9545795729314,0.062284
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",23.0786790724638,15.4438308684019,0.062284
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",21.9803743188406,14.5899542500654,0.062284
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",B00,"Dairy products",33.474770873706,17.4333992225482,0.062284
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,33.3,15.7586959463473,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,35.1458333333333,13.3596399938629,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,35.1458333333333,,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,35.1458333333333,12.8566257248364,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,33.3,15.9873160813734,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,33.3,13.6524434020811,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,33.3,15.3225363642031,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,56.0748275641026,27.6941430525054,0.18635
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,76.4311147435897,25.2462302253035,0.18635
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,79.0965294871795,23.7412474763324,0.18635
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,59.6981613247863,25.1337856529648,0.188625
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,64.0854967948718,31.2660145900547,0.155291666666667
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,56.0814480769231,26.704767614379,0.18635
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H03,Tobacco,63.8274358974359,27.2043735927311,0.155291666666667
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,39.6793604592777,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,41.0820117949872,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,39.1915472959864,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,41.3195107098527,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,38.9661040478039,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",28.7058823529412,40.7062290485885,0
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",8.28678221288515,11.4598695703748,0.0269588235294118
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",9.56116596638655,10.9507561564411,0.0563705882352941
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",8.01747549019608,8.98398769059065,0.0563705882352941
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",8.36187324929972,9.13360939906762,0.0269588235294118
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",13.5792401960784,22.9768874096479,0.0269588235294118
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",9.39622549019608,11.4068010021497,0.0269588235294118
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",G00,"Sugars and sugar confectionery",7.74893557422969,9.36785854919005,0.0269588235294118
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,7.75,6.89379316321416,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,7.73091603053435,6.94489327728441,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,7.65636132315522,6.75113264769422,0.00941450381679389
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,7.68054263565891,6.77935164508698,0.00387596899224806
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,7.75,6.8860650949024,0
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,8.0484496124031,6.90251482084964,0
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,7.73091603053435,,0
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.22260450745183,4.18848861029903,0.20796106870229
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.24270948689553,4.20283897896543,0.197231007751938
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.23586194167589,4.21250586462328,0.203691472868217
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.23586194167589,4.13075576149233,0.203691472868217
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.22081061432206,4.19420648444381,0.208215267175573
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.24994462901439,4.20543825233114,0.197231007751938
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",N04,Plastics,4.22081061432206,4.16923099500158,0.208215267175573
China,C156,2025,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",7.13642756680731,,0
China,C156,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",7.11580829756795,7.27752951808102,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",7.13018597997139,7.69137806058016,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",7.13018597997139,7.35372508795091,0
China,C156,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",7.11954992967651,7.2706981432559,0.00210970464135021
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",11.5499489066013,10.8352762154167,0
China,C156,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",7.13642756680731,7.25956266978343,0
"United States of America",C840,2023,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.51894839337878,7.15993801353983,0.202187341772152
"United States of America",C840,2024,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.54104522792023,7.14175690795408,0.202187341772152
"United States of America",C840,2022,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.53399603560996,7.24539707634949,0.202187341772152
"United States of America",C840,2021,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.57919451256898,6.98266944884184,0.201489270386266
"United States of America",C840,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.58574704749274,7.39790334722498,0.201489270386266
"United States of America",C840,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.56944844676068,7.26194322866296,0.201489270386266
"United States of America",C840,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",P09,"Other textile products",6.58866917417347,5.98352239582947,0.201489270386266
China,C156,2018,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H01,"Non-alcoholic beverages, including juices",20.1590909090909,24.6887310725321,0
China,C156,2019,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H01,"Non-alcoholic beverages, including juices",7.61363636363636,5.51491165818237,0
China,C156,2020,MTN,MT4,A0002,"MFN statutory (legal/autonomous) duty",H01,"Non-alcoholic beverages, including juices",7.61363636363636,5.37436389874048,0
